Al_frac,Co_frac,Cr_frac,Hf_frac,Mo_frac,Nb_frac,Si_frac,Ta_frac,Ti_frac,V_frac,W_frac,Zr_frac,Density,Young_Modulus_ROM,Testing_Temp,Yield_Strength,Equilibrium_Conditions_encoded,Single_Multiphase_encoded,Type_Present_Phases_encoded,Tension_Compression_encoded
0.0,0.0,0.0,0.2,0.2,0.2,0.0,0.0,0.2,0.0,0.0,0.2,8.7,,1200.0,187.0,1,1,6,0
0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.2,0.2,0.0,0.0,0.2,10.2,155.4,25.0,1600.0,1,1,6,0
0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.2,0.2,0.0,0.0,0.2,10.2,,800.0,1045.0,1,1,6,0
0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.2,0.2,0.0,0.0,0.2,10.2,,1000.0,855.0,1,1,6,0
0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.2,0.2,0.0,0.0,0.2,10.2,,1200.0,404.0,1,1,6,0
0.0,0.0,0.0,0.27548209366391185,0.0,0.049586776859504134,0.0,0.049586776859504134,0.3498622589531681,0.0,0.0,0.27548209366391185,8.5,95.2,25.0,540.0,3,1,6,1
0.0,0.0,0.0,0.2222222222222222,0.0,0.2222222222222222,0.1111111111111111,0.0,0.2222222222222222,0.2222222222222222,0.0,0.0,7.8,,25.0,1399.0,1,0,11,0
0.0,0.0,0.0,0.2222222222222222,0.0,0.2222222222222222,0.1111111111111111,0.0,0.2222222222222222,0.2222222222222222,0.0,0.0,7.8,,800.0,875.0,1,0,11,0
0.0,0.0,0.0,0.2222222222222222,0.0,0.2222222222222222,0.1111111111111111,0.0,0.2222222222222222,0.2222222222222222,0.0,0.0,7.8,,1000.0,240.0,1,0,11,0
0.0,0.0,0.0,0.18181818181818182,0.0,0.18181818181818182,0.09090909090909091,0.0,0.18181818181818182,0.18181818181818182,0.0,0.18181818181818182,7.5,,25.0,1540.0,1,0,10,0
0.0,0.0,0.0,0.18181818181818182,0.0,0.18181818181818182,0.09090909090909091,0.0,0.18181818181818182,0.18181818181818182,0.0,0.18181818181818182,7.5,,400.0,1273.0,0,0,10,0
0.0,0.0,0.0,0.18181818181818182,0.0,0.18181818181818182,0.09090909090909091,0.0,0.18181818181818182,0.18181818181818182,0.0,0.18181818181818182,7.5,,600.0,920.0,1,0,10,0
0.0,0.0,0.0,0.18181818181818182,0.0,0.18181818181818182,0.09090909090909091,0.0,0.18181818181818182,0.18181818181818182,0.0,0.18181818181818182,7.5,,800.0,371.0,1,0,10,0
0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.2,0.2,0.0,0.0,0.2,9.9,110.6,25.0,1900.0,5,1,6,1
0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.2,0.2,0.0,0.0,0.2,9.9,,400.0,790.0,4,1,6,0
0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.2,0.2,0.0,0.0,0.2,9.9,,600.0,675.0,4,1,6,0
0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.2,0.2,0.0,0.0,0.2,9.9,,800.0,535.0,4,1,6,0
0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.2,0.2,0.0,0.0,0.2,9.9,,1000.0,295.0,4,1,6,0
0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.2,0.2,0.0,0.0,0.2,9.9,,1200.0,92.0,4,1,6,0
0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.25,11.1,,25.0,2310.0,0,0,8,0
0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.2,0.2,0.0,0.2,8.1,99.0,25.0,1253.0,0,1,6,0
0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.25,8.4,91.8,25.0,879.0,0,1,6,1
0.0,0.0,0.0,0.29411764705882354,0.0,0.0,0.0,0.11764705882352942,0.29411764705882354,0.0,0.0,0.29411764705882354,9.2,,25.0,400.0,1,0,8,1
0.0,0.0,0.0,0.28571428571428575,0.0,0.0,0.0,0.14285714285714288,0.28571428571428575,0.0,0.0,0.28571428571428575,9.4,,25.0,700.0,1,0,8,1
0.0,0.0,0.0,0.2777777777777778,0.0,0.0,0.0,0.16666666666666669,0.2777777777777778,0.0,0.0,0.2777777777777778,9.6,,25.0,800.0,1,0,8,1
0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.25,10.2,112.0,25.0,1500.0,1,1,6,1
0.0,0.0,0.0,0.0,0.029411764705882356,0.29411764705882354,0.0,0.0,0.29411764705882354,0.08823529411764706,0.0,0.29411764705882354,6.6,106.0,25.0,932.0,1,1,6,0
0.0,0.0,0.0,0.0,0.08333333333333334,0.27777777777777785,0.0,0.0,0.27777777777777785,0.08333333333333334,0.0,0.27777777777777785,6.8,118.4,25.0,1312.0,1,1,6,0
0.0,0.0,0.0,0.0,0.06976744186046512,0.23255813953488375,0.0,0.0,0.23255813953488375,0.23255813953488375,0.0,0.23255813953488375,6.7,119.9,25.0,1289.0,1,1,6,0
0.0,0.0,0.0,0.0,0.13157894736842107,0.26315789473684215,0.0,0.0,0.26315789473684215,0.07894736842105264,0.0,0.26315789473684215,6.9,129.4,25.0,1301.0,1,1,6,0
0.0,0.0,0.0,0.0,0.1111111111111111,0.2222222222222222,0.0,0.0,0.2222222222222222,0.2222222222222222,0.0,0.2222222222222222,6.8,129.2,25.0,1473.0,1,1,6,0
0.0,0.0,0.0,0.0,0.175,0.25,0.0,0.0,0.25,0.075,0.0,0.25,7.1,139.4,25.0,1436.0,1,1,6,0
0.0,0.0,0.0,0.0,0.14893617021276595,0.2127659574468085,0.0,0.0,0.2127659574468085,0.2127659574468085,0.0,0.2127659574468085,7.0,137.7,25.0,1706.0,1,1,6,0
0.0,0.0,0.0,0.0,0.28260869565217395,0.21739130434782608,0.0,0.0,0.21739130434782608,0.06521739130434784,0.0,0.21739130434782608,7.4,164.2,25.0,1603.0,1,1,6,0
0.0,0.0,0.0,0.0,0.24528301886792456,0.18867924528301888,0.0,0.0,0.18867924528301888,0.18867924528301888,0.0,0.18867924528301888,7.3,159.4,25.0,1496.0,1,1,6,0
0.0,0.0,0.0,0.0,0.3125,0.20833333333333337,0.0,0.0,0.20833333333333337,0.0625,0.0,0.20833333333333337,7.5,171.0,25.0,1576.0,1,1,6,0
0.0,0.0,0.0,0.0,0.2727272727272727,0.18181818181818182,0.0,0.0,0.18181818181818182,0.18181818181818182,0.0,0.18181818181818182,7.4,,25.0,1603.0,1,0,0,0
0.0,0.0,0.0,0.0,0.2982456140350877,0.17543859649122806,0.0,0.0,0.17543859649122806,0.17543859649122806,0.0,0.17543859649122806,7.5,,25.0,1645.0,1,0,0,0
0.0,0.0,0.0,0.0,0.33333333333333337,0.16666666666666669,0.0,0.0,0.16666666666666669,0.16666666666666669,0.0,0.16666666666666669,7.6,,25.0,1765.0,1,0,0,0
0.0,0.0,0.0,0.0,0.23529411764705885,0.23529411764705885,0.0,0.23529411764705885,0.05882352941176471,0.0,0.23529411764705885,0.0,13.1,249.4,25.0,1109.0,1,1,6,0
0.0,0.0,0.0,0.0,0.2222222222222222,0.2222222222222222,0.0,0.2222222222222222,0.1111111111111111,0.0,0.2222222222222222,0.0,12.6,242.0,25.0,1211.0,1,1,6,0
0.0,0.0,0.0,0.0,0.2105263157894737,0.2105263157894737,0.0,0.2105263157894737,0.15789473684210525,0.0,0.2105263157894737,0.0,12.2,235.4,25.0,1304.0,1,1,6,0
0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.2,0.2,0.0,0.0,9.4,172.8,25.0,1400.0,1,1,6,0
0.0,0.0,0.0,0.0,0.16666666666666669,0.16666666666666669,0.0,0.16666666666666669,0.16666666666666669,0.16666666666666669,0.16666666666666669,0.0,11.0,212.5,25.0,1515.0,1,1,6,0
0.0,0.0,0.0,0.0,0.16666666666666669,0.16666666666666669,0.0,0.16666666666666669,0.16666666666666669,0.16666666666666669,0.16666666666666669,0.0,11.0,,600.0,973.0,1,1,6,0
0.0,0.0,0.0,0.0,0.16666666666666669,0.16666666666666669,0.0,0.16666666666666669,0.16666666666666669,0.16666666666666669,0.16666666666666669,0.0,11.0,,800.0,791.3,1,1,6,0
0.0,0.0,0.0,0.0,0.16666666666666669,0.16666666666666669,0.0,0.16666666666666669,0.16666666666666669,0.16666666666666669,0.16666666666666669,0.0,11.0,,1000.0,752.8,1,1,6,0
0.0,0.0,0.0,0.0,0.16666666666666669,0.16666666666666669,0.0,0.16666666666666669,0.16666666666666669,0.16666666666666669,0.16666666666666669,0.0,11.0,,1200.0,659.0,1,1,6,0
0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.2,0.0,0.2,0.0,11.8,229.4,25.0,1455.0,1,1,6,0
0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.2,0.0,0.2,0.0,11.8,,600.0,689.0,1,1,6,0
0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.2,0.0,0.2,0.0,11.8,,800.0,674.0,1,1,6,0
0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.2,0.0,0.2,0.0,11.8,,1000.0,620.0,1,1,6,0
0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.2,0.0,0.2,0.0,11.8,,1200.0,586.0,1,1,6,0
0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.2,0.0,0.0,0.2,9.1,,25.0,1390.0,1,0,0,0
0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.25,0.0,0.25,0.0,0.0,10.7,187.0,25.0,1525.0,1,1,6,0
0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.0,0.2,0.2,0.0,12.4,231.8,25.0,2612.0,6,1,6,0
0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.0,0.2,0.2,0.0,12.4,,600.0,862.0,4,1,6,0
0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.0,0.2,0.2,0.0,12.4,,800.0,846.0,4,1,6,0
0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.0,0.2,0.2,0.0,12.4,,1000.0,842.0,4,1,6,0
0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.0,0.2,0.2,0.0,12.4,,1200.0,735.0,4,1,6,0
0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.0,0.2,0.2,0.0,12.4,,1400.0,656.0,4,1,6,0
0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.0,0.2,0.2,0.0,12.4,,1600.0,477.0,4,1,6,0
0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.25,0.0,0.0,0.25,0.0,13.7,257.8,25.0,1058.0,4,1,6,0
0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.25,0.0,0.0,0.25,0.0,13.7,,600.0,561.0,4,1,6,0
0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.25,0.0,0.0,0.25,0.0,13.7,,800.0,552.0,4,1,6,0
0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.25,0.0,0.0,0.25,0.0,13.7,,1000.0,548.0,4,1,6,0
0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.25,0.0,0.0,0.25,0.0,13.7,,1200.0,506.0,4,1,6,0
0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.25,0.0,0.0,0.25,0.0,13.7,,1400.0,421.0,4,1,6,0
0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.25,0.0,0.0,0.25,0.0,13.7,,1600.0,405.0,4,1,6,0
0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.25,0.25,0.0,0.0,7.3,169.5,25.0,1200.0,1,1,6,0
0.0,0.0,0.0,0.0,0.23529411764705885,0.23529411764705885,0.0,0.0,0.23529411764705885,0.05882352941176471,0.0,0.23529411764705885,7.3,152.9,25.0,1750.0,1,1,6,0
0.0,0.0,0.0,0.0,0.23255813953488375,0.23255813953488375,0.0,0.0,0.23255813953488375,0.06976744186046512,0.0,0.23255813953488375,7.2,152.7,25.0,1455.0,1,1,6,0
0.0,0.0,0.0,0.0,0.2222222222222222,0.2222222222222222,0.0,0.0,0.2222222222222222,0.1111111111111111,0.0,0.2222222222222222,7.2,151.6,25.0,1640.0,1,1,6,0
0.0,0.0,0.0,0.0,0.2105263157894737,0.2105263157894737,0.0,0.0,0.2105263157894737,0.15789473684210525,0.0,0.2105263157894737,7.2,150.3,25.0,1680.0,1,1,6,0
0.0,0.0,0.0,0.0,0.18181818181818182,0.18181818181818182,0.0,0.0,0.18181818181818182,0.2727272727272727,0.0,0.18181818181818182,7.1,,25.0,1720.0,1,0,0,0
0.0,0.0,0.0,0.0,0.16666666666666669,0.16666666666666669,0.0,0.0,0.16666666666666669,0.33333333333333337,0.0,0.16666666666666669,7.0,,25.0,1520.0,1,0,0,0
0.0,0.0,0.0,0.0,0.14285714285714288,0.14285714285714288,0.0,0.0,0.14285714285714288,0.42857142857142855,0.0,0.14285714285714288,6.9,,25.0,1415.0,1,0,0,0
0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.2,0.2,0.0,0.2,7.1,149.2,25.0,1779.0,1,1,6,0
0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.25,0.0,0.0,0.25,7.3,154.5,25.0,1560.0,1,1,6,0
0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.25,0.25,0.0,0.0,9.6,189.8,25.0,1221.0,1,1,6,0
0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.25,0.25,0.0,0.0,9.2,133.8,25.0,1092.0,1,1,6,0
0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.2,0.2,0.2,0.0,11.1,189.2,25.0,1420.0,1,1,6,0
0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.25,0.25,0.0,12.9,207.5,25.0,1530.0,1,1,6,0
0.0,0.0,0.0,0.0,0.0,0.30303030303030304,0.0,0.0,0.30303030303030304,0.09090909090909091,0.0,0.30303030303030304,6.5,99.2,25.0,866.0,1,1,6,0
0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.4,0.0,0.2,6.4,,25.0,918.0,4,0,2,0
0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.4,0.0,0.2,6.4,,600.0,571.0,4,0,2,0
0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.4,0.0,0.2,6.4,,800.0,240.0,4,0,2,0
0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.4,0.0,0.2,6.4,,1000.0,72.0,4,0,2,0
0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.25,0.0,0.25,6.5,,25.0,1105.0,4,0,0,0
0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.25,0.0,0.25,6.5,,600.0,834.0,4,0,0,0
0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.25,0.0,0.25,6.5,,800.0,187.0,4,0,0,0
0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.25,0.0,0.25,6.5,,1000.0,58.0,4,0,0,0
